COUNTY,LABEL,FULL_,FIPS,POP,Desc_,Metric,Value,Rate,Date,ObjectId
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,282,,04/10/2020,15761
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,7.4,06/02/2020,15762
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,33.3,05/13/2020,15763
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,27,,05/08/2020,15764
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,10135,,05/20/2020,15765
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5,03/20/2020,15766
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,7081,,05/13/2020,15767
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,92.6,06/02/2020,15768
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,17,,03/20/2020,15769
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,2956.2,05/20/2020,15770
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,72.1,05/08/2020,15771
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,2065.4,05/13/2020,15772
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,10,,04/10/2020,15773
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,311,,06/02/2020,15774
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.9,03/21/2020,15775
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,193.4,05/21/2020,15776
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,27.9,05/08/2020,15777
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,181.1,05/14/2020,15778
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,85.2,04/11/2020,15779
WASHINGTON,Washington,Washington County,121,4729,"Total Testing Rate Per 100,000 People in Colorado by County","Rate Per 100,000",,6576.4,06/02/2020,15780
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,27,,03/21/2020,15781
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,663,,05/21/2020,15782
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,5960,,05/08/2020,15783
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,621,,05/14/2020,15784
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,292,,04/11/2020,15785
WASHINGTON,Washington,Washington County,121,4729,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,867,06/03/2020,15786
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9.6,03/22/2020,15787
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,43,,05/21/2020,15788
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,1738.4,05/08/2020,15789
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,172.4,05/09/2020,15790
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,591,,05/09/2020,15791
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,28,,05/09/2020,15792
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,70.8,05/09/2020,15793
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,29.2,05/09/2020,15794
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,6394,,05/09/2020,15795
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,1865,05/09/2020,15796
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,175.3,05/10/2020,15797
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,601,,05/10/2020,15798
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,28,,05/10/2020,15799
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,69.3,05/10/2020,15800
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,30.7,05/10/2020,15801
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,6764,,05/10/2020,15802
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,1972.9,05/10/2020,15803
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,176.2,05/11/2020,15804
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,604,,05/11/2020,15805
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,29,,05/11/2020,15806
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,66.6,05/11/2020,15807
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,33.4,05/11/2020,15808
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,6742,,05/11/2020,15809
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,1966.5,05/11/2020,15810
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,177.1,05/12/2020,15811
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,607,,05/12/2020,15812
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,29,,05/12/2020,15813
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,67,05/12/2020,15814
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,33,05/12/2020,15815
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,10,,04/11/2020,15816
WASHINGTON,Washington,Washington County,121,4729,Colorado Case Counts by County,Cases,41,,06/03/2020,15817
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,86.9,04/12/2020,15818
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,7.7,06/03/2020,15819
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,298,,04/12/2020,15820
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,92.3,06/03/2020,15821
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,31,,05/14/2020,15822
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,58.2,05/21/2020,15823
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,10,,04/12/2020,15824
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,33,,03/22/2020,15825
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,313,,06/03/2020,15826
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,62,05/14/2020,15827
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,41.8,05/21/2020,15828
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,88.7,04/13/2020,15829
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,14,03/23/2020,15830
WASHINGTON,Washington,Washington County,121,4729,"Total Testing Rate Per 100,000 People in Colorado by County","Rate Per 100,000",,6618.7,06/03/2020,15831
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,38,05/14/2020,15832
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,10404,,05/21/2020,15833
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,304,,04/13/2020,15834
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,48,,03/23/2020,15835
WASHINGTON,Washington,Washington County,121,4729,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,888.1,06/04/2020,15836
WASHINGTON,Washington,Washington County,121,4729,Colorado Case Counts by County,Cases,42,,06/04/2020,15837
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,7.5,06/04/2020,15838
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,92.5,06/04/2020,15839
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,333,,06/04/2020,15840
WASHINGTON,Washington,Washington County,121,4729,"Total Testing Rate Per 100,000 People in Colorado by County","Rate Per 100,000",,7041.7,06/04/2020,15841
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,7.4,06/05/2020,15842
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,92.7,06/05/2020,15843
WASHINGTON,Washington,Washington County,121,4729,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,888.1,06/05/2020,15844
WASHINGTON,Washington,Washington County,121,4729,"Total Testing Rate Per 100,000 People in Colorado by County","Rate Per 100,000",,7189.7,06/05/2020,15845
WASHINGTON,Washington,Washington County,121,4729,Colorado Case Counts by County,Cases,42,,06/05/2020,15846
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,340,,06/05/2020,15847
WASHINGTON,Washington,Washington County,121,4729,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,888.1,06/06/2020,15848
WASHINGTON,Washington,Washington County,121,4729,Colorado Case Counts by County,Cases,42,,06/06/2020,15849
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,8.3,06/06/2020,15850
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,91.7,06/06/2020,15851
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,349,,06/06/2020,15852
WASHINGTON,Washington,Washington County,121,4729,"Total Testing Rate Per 100,000 People in Colorado by County","Rate Per 100,000",,7380,06/06/2020,15853
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,8.3,06/07/2020,15854
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,91.7,06/07/2020,15855
WASHINGTON,Washington,Washington County,121,4729,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,909.3,06/07/2020,15856
WASHINGTON,Washington,Washington County,121,4729,"Total Testing Rate Per 100,000 People in Colorado by County","Rate Per 100,000",,7676,06/07/2020,15857
WASHINGTON,Washington,Washington County,121,4729,Colorado Case Counts by County,Cases,43,,06/07/2020,15858
WASHINGTON,Washington,Washington County,121,4729,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,363,,06/07/2020,15859
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,15.5,03/24/2020,15860
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,53,,03/24/2020,15861
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,16.9,03/25/2020,15862
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,58,,03/25/2020,15863
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,19.5,03/26/2020,15864
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,67,,03/26/2020,15865
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,23,03/27/2020,15866
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,79,,03/27/2020,15867
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,26.8,03/28/2020,15868
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,92,,03/28/2020,15869
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,29.8,03/29/2020,15870
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,102,,03/29/2020,15871
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,34.7,03/30/2020,15872
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,119,,03/30/2020,15873
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,41.1,03/31/2020,15874
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,141,,03/31/2020,15875
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,46.1,04/01/2020,15876
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,158,,04/01/2020,15877
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,49.9,04/02/2020,15878
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,171,,04/02/2020,15879
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,1,,04/02/2020,15880
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,56.6,04/03/2020,15881
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,194,,04/03/2020,15882
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,2,,04/03/2020,15883
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,61,04/04/2020,15884
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,209,,04/04/2020,15885
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,3,,04/04/2020,15886
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,65,04/05/2020,15887
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,223,,04/05/2020,15888
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,3,,04/05/2020,15889
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,66.2,04/06/2020,15890
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,227,,04/06/2020,15891
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,3,,04/06/2020,15892
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,67.7,04/07/2020,15893
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,232,,04/07/2020,15894
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,8,,04/07/2020,15895
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,7924,,05/14/2020,15896
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,11,,04/13/2020,15897
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,3034.6,05/21/2020,15898
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,2311.3,05/14/2020,15899
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,184.3,05/15/2020,15900
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,632,,05/15/2020,15901
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,37,,05/15/2020,15902
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,60.2,05/15/2020,15903
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,39.8,05/15/2020,15904
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,8392,,05/15/2020,15905
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,2447.8,05/15/2020,15906
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,185.8,05/16/2020,15907
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,637,,05/16/2020,15908
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,38,,05/16/2020,15909
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,59.5,05/16/2020,15910
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,40.5,05/16/2020,15911
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,8902,,05/16/2020,15912
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,2596.5,05/16/2020,15913
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,186.7,05/17/2020,15914
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,640,,05/17/2020,15915
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,39,,05/17/2020,15916
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,58.8,05/17/2020,15917
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,41.2,05/17/2020,15918
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,9376,,05/17/2020,15919
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,2734.8,05/17/2020,15920
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,189.3,05/18/2020,15921
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,649,,05/18/2020,15922
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,39,,05/18/2020,15923
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,58.2,05/18/2020,15924
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,41.8,05/18/2020,15925
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,9669,,05/18/2020,15926
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,2820.3,05/18/2020,15927
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,190.8,05/19/2020,15928
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,654,,05/19/2020,15929
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,42,,05/19/2020,15930
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,58.7,05/19/2020,15931
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,41.4,05/19/2020,15932
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,9836,,05/19/2020,15933
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,195.1,05/22/2020,15934
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,669,,05/22/2020,15935
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,43,,05/22/2020,15936
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,57.3,05/22/2020,15937
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,90.7,04/14/2020,15938
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,42.7,05/22/2020,15939
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,10794,,05/22/2020,15940
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,311,,04/14/2020,15941
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,3148.4,05/22/2020,15942
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,12,,04/14/2020,15943
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,196.9,05/23/2020,15944
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,91,04/15/2020,15945
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,675,,05/23/2020,15946
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,312,,04/15/2020,15947
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,44,,05/23/2020,15948
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,15,,04/15/2020,15949
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,56.8,05/23/2020,15950
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,96,04/16/2020,15951
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,43.2,05/23/2020,15952
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,329,,04/16/2020,15953
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,11225,,05/23/2020,15954
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,15,,04/16/2020,15955
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,3274.1,05/23/2020,15956
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,103,04/17/2020,15957
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,196.9,05/24/2020,15958
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,353,,04/17/2020,15959
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,675,,05/24/2020,15960
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,15,,04/17/2020,15961
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,44,,05/24/2020,15962
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,56.4,05/24/2020,15963
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,43.6,05/24/2020,15964
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,11408,,05/24/2020,15965
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,3327.5,05/24/2020,15966
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,197.8,05/25/2020,15967
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,678,,05/25/2020,15968
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,44,,05/25/2020,15969
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,56.5,05/25/2020,15970
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,43.5,05/25/2020,15971
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,11574,,05/25/2020,15972
DOUGLAS,Douglas,Douglas County,35,342842,"Total Testing Rate Per 100,000 People in Colorado by County","Rate per 100,000",,3375.9,05/25/2020,15973
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,199.2,05/26/2020,15974
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,683,,05/26/2020,15975
DOUGLAS,Douglas,Douglas County,35,342842,Number of Deaths by County,Deaths,44,,05/26/2020,15976
DOUGLAS,Douglas,Douglas County,35,342842,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,56.4,05/26/2020,15977
